Store_Dept_Date,Weekly_Sales
28_35_2012-12-21,2619.4198
28_36_2012-12-21,2955.2527
28_37_2012-12-21,1771.9743
28_38_2012-12-21,50070.8976
28_40_2012-12-21,45933.6882
28_41_2012-12-21,3011.178
28_42_2012-12-21,6160.573
28_44_2012-12-21,7956.4083
28_45_2012-12-21,33.438
28_46_2012-12-21,39256.9002
28_49_2012-12-21,10486.0485
28_52_2012-12-21,2940.1789
28_54_2012-12-21,36.6008
28_55_2012-12-21,20109.4679
28_56_2012-12-21,583.2478
28_58_2012-12-21,6259.2344
28_59_2012-12-21,8949.7737
28_60_2012-12-21,931.46
28_67_2012-12-21,13325.6838
28_71_2012-12-21,6270.7913
28_72_2012-12-21,70719.4842
28_74_2012-12-21,11510.8193
28_79_2012-12-21,42732.4162
28_80_2012-12-21,17328.1569
28_81_2012-12-21,20653.5746
28_82_2012-12-21,42121.9048
28_83_2012-12-21,4795.1702
28_85_2012-12-21,2450.3757
28_87_2012-12-21,12224.6823
28_90_2012-12-21,65372.7152
28_91_2012-12-21,46352.4689
28_92_2012-12-21,94877.962
28_93_2012-12-21,44359.9937
28_94_2012-12-21,30559.2965
28_95_2012-12-21,79018.2876
28_96_2012-12-21,24511.3756
28_97_2012-12-21,19973.8057
28_98_2012-12-21,14281.506
28_99_2012-12-21,766.6063
28_1_2012-12-28,20975.4516
28_2_2012-12-28,53810.0786
28_3_2012-12-28,9387.9506
28_4_2012-12-28,31583.0812
28_5_2012-12-28,66799.169
28_6_2012-12-28,13838.7156
28_7_2012-12-28,50481.7818
28_8_2012-12-28,34143.7766
28_9_2012-12-28,14832.6105
28_10_2012-12-28,15678.721
28_11_2012-12-28,16564.1776
28_12_2012-12-28,2585.7445
28_13_2012-12-28,35050.8294
28_14_2012-12-28,42455.9521
28_16_2012-12-28,2678.9876
28_17_2012-12-28,13445.3822
28_18_2012-12-28,19073.7296
28_19_2012-12-28,1526.4132
28_20_2012-12-28,4573.7066
28_21_2012-12-28,5033.9408
28_22_2012-12-28,14206.5494
28_23_2012-12-28,44426.5752
28_24_2012-12-28,12381.8046
28_25_2012-12-28,16602.0086
28_26_2012-12-28,16930.7181
28_27_2012-12-28,2407.6422
28_28_2012-12-28,890.7312
28_29_2012-12-28,7841.8372
28_30_2012-12-28,3186.0511
28_31_2012-12-28,2694.0736
28_32_2012-12-28,12941.2386
28_33_2012-12-28,8490.862
28_34_2012-12-28,17238.5796
28_35_2012-12-28,2481.3807
28_36_2012-12-28,3257.3387
28_37_2012-12-28,1604.3436
28_38_2012-12-28,51373.8067
28_40_2012-12-28,44644.7149
28_41_2012-12-28,2379.3008
28_42_2012-12-28,5916.2808
28_44_2012-12-28,6782.7492
28_46_2012-12-28,27905.7658
28_49_2012-12-28,9871.0149
28_52_2012-12-28,2943.661
28_54_2012-12-28,53.4682
28_55_2012-12-28,38305.702
28_56_2012-12-28,609.5434
28_58_2012-12-28,7992.7544
28_59_2012-12-28,5440.0582
28_60_2012-12-28,364.39
28_67_2012-12-28,8234.0756
28_71_2012-12-28,6648.4142
28_72_2012-12-28,87753.1484
28_74_2012-12-28,13638.9278
28_79_2012-12-28,42393.5397
28_80_2012-12-28,15395.6174
28_81_2012-12-28,18410.3479
28_82_2012-12-28,32608.7827
28_83_2012-12-28,4488.8334
28_85_2012-12-28,1755.2326
28_87_2012-12-28,13087.754
28_90_2012-12-28,64458.5434
28_91_2012-12-28,39052.2737
28_92_2012-12-28,84615.2893
28_93_2012-12-28,43503.2759
28_94_2012-12-28,31469.2408
28_95_2012-12-28,78715.1744
28_96_2012-12-28,29194.1497
28_97_2012-12-28,17797.1662
28_98_2012-12-28,14657.7642
28_1_2013-01-04,17145.5587
28_2_2013-01-04,58327.0798
28_3_2013-01-04,11742.6233
28_4_2013-01-04,32127.2842
28_5_2013-01-04,25349.0701
28_6_2013-01-04,3206.8726
28_7_2013-01-04,17716.9106
28_8_2013-01-04,36380.4673
28_9_2013-01-04,13123.2653
28_10_2013-01-04,14799.2896
28_11_2013-01-04,14788.397
28_12_2013-01-04,2670.3355
28_13_2013-01-04,43525.7376
28_14_2013-01-04,16440.6867
28_16_2013-01-04,3163.1898
28_17_2013-01-04,8823.6025
28_18_2013-01-04,7035.856
28_19_2013-01-04,1470.5885
28_20_2013-01-04,4634.3596
28_21_2013-01-04,4442.7985
28_22_2013-01-04,9588.6441
28_23_2013-01-04,27576.0531
28_24_2013-01-04,6480.1178
28_25_2013-01-04,11005.5418
28_26_2013-01-04,7669.4143
28_27_2013-01-04,1976.2652
28_28_2013-01-04,679.6039
28_29_2013-01-04,5797.6885
28_30_2013-01-04,3285.3003
28_31_2013-01-04,2158.7961
28_32_2013-01-04,5550.4415
28_33_2013-01-04,5582.6512
28_34_2013-01-04,12613.3604
28_35_2013-01-04,1776.4549
28_36_2013-01-04,1253.1896
28_37_2013-01-04,1855.978
28_38_2013-01-04,55971.7864
28_40_2013-01-04,53966.9914
28_41_2013-01-04,2288.7785
28_42_2013-01-04,6068.4123
28_44_2013-01-04,3841.5774
28_45_2013-01-04,66.9505
28_46_2013-01-04,17064.5068
28_49_2013-01-04,10894.7033
28_52_2013-01-04,2289.2847
28_55_2013-01-04,11012.9028
28_56_2013-01-04,419.8253
28_58_2013-01-04,4351.6147
28_59_2013-01-04,855.1795
28_60_2013-01-04,686.4741
28_67_2013-01-04,6705.5961
28_71_2013-01-04,6297.1813
28_72_2013-01-04,42731.0115
28_74_2013-01-04,15567.7925
28_79_2013-01-04,47178.1337
28_80_2013-01-04,21351.9799
28_81_2013-01-04,28499.6708
28_82_2013-01-04,21345.833
28_83_2013-01-04,9607.2472
28_85_2013-01-04,1305.4413
28_87_2013-01-04,14553.832
28_90_2013-01-04,86183.8723
28_91_2013-01-04,78717.8607
28_92_2013-01-04,100000
28_93_2013-01-04,71093.1963
28_94_2013-01-04,39546.4779
28_95_2013-01-04,98647.3307
28_96_2013-01-04,22170.078
28_97_2013-01-04,32968.5906
28_98_2013-01-04,10917.8112
28_99_2013-01-04,600.7905
28_1_2013-01-11,16283.6577
28_2_2013-01-11,55129.7507
28_3_2013-01-11,11015.3416
28_4_2013-01-11,27797.2084
28_5_2013-01-11,24125.1823
28_6_2013-01-11,3351.7487
28_7_2013-01-11,16197.0457
28_8_2013-01-11,33228.4771
28_9_2013-01-11,12916.9386
28_10_2013-01-11,14353.6165
28_11_2013-01-11,13084.7808
28_12_2013-01-11,2705.0611
28_13_2013-01-11,39783.8021
28_14_2013-01-11,14660.9743
28_16_2013-01-11,3652.452
28_17_2013-01-11,8194.0444
28_18_2013-01-11,2050.7697
28_19_2013-01-11,1258.7385
28_20_2013-01-11,4854.5872
28_21_2013-01-11,4739.1562
28_22_2013-01-11,8524.4704
28_23_2013-01-11,26214.418
28_24_2013-01-11,5456.3488
28_25_2013-01-11,10482.3842
28_26_2013-01-11,7410.3157
28_27_2013-01-11,1918.7506
28_28_2013-01-11,667.4959
28_29_2013-01-11,5445.5322
28_30_2013-01-11,2982.5099
28_31_2013-01-11,1401.7159
28_32_2013-01-11,5180.154
28_33_2013-01-11,5179.9449
28_34_2013-01-11,13120.6007
28_35_2013-01-11,1692.0645
28_36_2013-01-11,1114.1969
28_37_2013-01-11,1768.9444
28_38_2013-01-11,53683.133
28_40_2013-01-11,51052.9018
28_41_2013-01-11,1108.2256
28_42_2013-01-11,6874.3582
28_44_2013-01-11,3727.4542
28_46_2013-01-11,16713.7379
28_49_2013-01-11,13016.7626
28_52_2013-01-11,2239.268
28_54_2013-01-11,25.7748
28_55_2013-01-11,10313.7832
28_56_2013-01-11,409.6014
28_58_2013-01-11,4033.18
28_59_2013-01-11,371.0155
28_60_2013-01-11,597.4092
28_67_2013-01-11,7219.3571
28_71_2013-01-11,5914.174
28_72_2013-01-11,42923.4787
28_74_2013-01-11,14513.1091
28_79_2013-01-11,43766.8947
28_80_2013-01-11,19892.1113
28_81_2013-01-11,22658.3169
28_82_2013-01-11,19729.8124
28_83_2013-01-11,6823.2886
28_85_2013-01-11,1215.6858
28_87_2013-01-11,13033.1851
28_90_2013-01-11,64280.0375
28_91_2013-01-11,64683.7321
28_92_2013-01-11,99032.6761
28_93_2013-01-11,55877.292
28_94_2013-01-11,36572.755
28_95_2013-01-11,93604.1127
28_96_2013-01-11,22511.8608
28_97_2013-01-11,23570.7264
28_98_2013-01-11,10544.9703
28_1_2013-01-18,18208.4697
28_2_2013-01-18,54516.3955
28_3_2013-01-18,11390.3717
28_4_2013-01-18,27186.482
28_5_2013-01-18,23706.511
28_6_2013-01-18,3405.4816
28_7_2013-01-18,16818.0795
28_8_2013-01-18,32810.217
28_9_2013-01-18,12828.591
28_10_2013-01-18,15044.4697
28_11_2013-01-18,14117.2844
28_12_2013-01-18,2714.2121
28_13_2013-01-18,37227.5672
28_14_2013-01-18,15202.2191
28_16_2013-01-18,3708.0363
28_17_2013-01-18,8083.0827
28_18_2013-01-18,9541.0013
28_19_2013-01-18,1209.9959
28_20_2013-01-18,4477.4356
28_21_2013-01-18,4645.6676
28_22_2013-01-18,9251.9904
28_23_2013-01-18,25637.1571
28_24_2013-01-18,5175.3457
28_25_2013-01-18,10375.5135
28_26_2013-01-18,7309.1902
28_27_2013-01-18,1895.4458
28_28_2013-01-18,607.2124
28_29_2013-01-18,5354.6849
28_30_2013-01-18,2897.6031
28_31_2013-01-18,2034.0932
28_32_2013-01-18,4812.8149
28_33_2013-01-18,4745.7312
28_34_2013-01-18,11499.9274
28_35_2013-01-18,1647.9427
28_36_2013-01-18,1094.8302
28_37_2013-01-18,1822.3072
28_38_2013-01-18,55354.077
28_40_2013-01-18,49025.3295
28_41_2013-01-18,1434.6277
28_42_2013-01-18,6621.8753
28_44_2013-01-18,3759.6852
28_46_2013-01-18,16544.9738
28_49_2013-01-18,11409.201
28_52_2013-01-18,2172.4403
28_55_2013-01-18,10344.9267
28_56_2013-01-18,482.3057
28_58_2013-01-18,4596.92
28_59_2013-01-18,393.7808
28_60_2013-01-18,603.9792
28_67_2013-01-18,6161.8195
28_71_2013-01-18,5720.1189
28_72_2013-01-18,45438.6625
28_74_2013-01-18,13915.6791
28_79_2013-01-18,42651.7002
28_80_2013-01-18,17093.2388
28_81_2013-01-18,21102.1189
28_82_2013-01-18,18300.1997
28_83_2013-01-18,5558.0751
28_85_2013-01-18,1172.6206
28_87_2013-01-18,12854.9805
28_90_2013-01-18,62660.496
28_91_2013-01-18,50721.0109
28_92_2013-01-18,91889.7503
28_93_2013-01-18,41731.4587
28_94_2013-01-18,34874.7501
28_95_2013-01-18,81584.0857
28_96_2013-01-18,22426.0972
28_97_2013-01-18,20002.8026
28_98_2013-01-18,10385.7403
28_1_2013-01-25,15147.4347
28_2_2013-01-25,55316.2948
28_3_2013-01-25,11071.8489
28_4_2013-01-25,26844.5262
28_5_2013-01-25,24870.6487
28_6_2013-01-25,3260.5354
28_7_2013-01-25,16975.8288
28_8_2013-01-25,32480.4099
28_9_2013-01-25,13153.2613
28_10_2013-01-25,14632.6139
28_11_2013-01-25,11670.5045
28_12_2013-01-25,3012.8034
28_13_2013-01-25,36514.1566
28_14_2013-01-25,14913.0352
28_16_2013-01-25,3980.1047
28_17_2013-01-25,8073.0502
28_18_2013-01-25,1568.7158
28_19_2013-01-25,1253.6145
28_20_2013-01-25,5070.402
28_21_2013-01-25,4590.1051
28_22_2013-01-25,8830.1643
28_23_2013-01-25,24321.1242
28_24_2013-01-25,5281.5641
28_25_2013-01-25,11111.9975
28_26_2013-01-25,7985.3155
28_27_2013-01-25,1822.1209
28_28_2013-01-25,626.1393
28_29_2013-01-25,5220.865
28_30_2013-01-25,3096.3315
28_31_2013-01-25,1422.8236
28_32_2013-01-25,5533.7219
28_33_2013-01-25,5314.9597
28_34_2013-01-25,13990.7125
28_35_2013-01-25,1759.3512
28_36_2013-01-25,802.0278
28_37_2013-01-25,1750.0489
28_38_2013-01-25,54575.9503
28_40_2013-01-25,48103.8384
28_41_2013-01-25,1167.9324
28_42_2013-01-25,6475.3877
28_44_2013-01-25,3787.6808
28_45_2013-01-25,54.7448
28_46_2013-01-25,16697.9874
28_49_2013-01-25,13721.8901
28_52_2013-01-25,2074.1012
28_54_2013-01-25,22.3222
28_55_2013-01-25,9565.8852
28_56_2013-01-25,501.6083
28_58_2013-01-25,3761.2384
28_59_2013-01-25,322.345
28_60_2013-01-25,561.9586
28_67_2013-01-25,4426.1343
28_71_2013-01-25,6079.2042
28_72_2013-01-25,50181.1099
28_74_2013-01-25,13036.9968
28_79_2013-01-25,41647.5789
28_80_2013-01-25,16886.0856
28_81_2013-01-25,20952.0087
28_82_2013-01-25,18079.753
28_83_2013-01-25,5055.7529
28_85_2013-01-25,1324.2002
28_87_2013-01-25,13106.3092
28_90_2013-01-25,59878.5634
28_91_2013-01-25,47588.6262
28_92_2013-01-25,89550.5135
28_93_2013-01-25,39235.431
28_94_2013-01-25,30957.9393
28_95_2013-01-25,79436.3301
28_96_2013-01-25,23796.4502
28_97_2013-01-25,19159.4119
28_98_2013-01-25,9968.1967
28_1_2013-02-01,23594.8022
28_2_2013-02-01,63430.2379
28_3_2013-02-01,11910.7161
28_4_2013-02-01,29231.1995
28_5_2013-02-01,34744.4659
28_6_2013-02-01,4103.0458
28_7_2013-02-01,24858.6557
28_8_2013-02-01,36281.0965
28_9_2013-02-01,15504.1971
28_10_2013-02-01,19867.4705
28_11_2013-02-01,14076.0711
28_12_2013-02-01,3454.219
28_13_2013-02-01,41420.1694
28_14_2013-02-01,19485.8577
28_16_2013-02-01,5241.0125
28_17_2013-02-01,12720.13
28_18_2013-02-01,3649.3045
28_19_2013-02-01,1390.8789
28_20_2013-02-01,7755.6751
28_21_2013-02-01,4661.8426
28_22_2013-02-01,15234.3508
28_23_2013-02-01,33630.18
28_24_2013-02-01,9384.1423
28_25_2013-02-01,16319.3588
28_26_2013-02-01,13262.7014
28_27_2013-02-01,2031.1959
28_28_2013-02-01,761.8478
28_29_2013-02-01,6489.2209
28_30_2013-02-01,4766.636
28_31_2013-02-01,1964.8101
28_32_2013-02-01,10397.9499
28_33_2013-02-01,9121.7535
28_34_2013-02-01,17433.1963
28_35_2013-02-01,2758.7913
28_36_2013-02-01,1577.6861
28_37_2013-02-01,1884.6124
28_38_2013-02-01,56366.9384
28_40_2013-02-01,54407.4002
28_41_2013-02-01,1899.0892
28_42_2013-02-01,6730.0031
28_44_2013-02-01,4637.0668
28_46_2013-02-01,21279.3072
28_47_2013-02-01,16.8522
28_49_2013-02-01,17350.1953
28_52_2013-02-01,3177.3315
28_54_2013-02-01,52.6582
28_55_2013-02-01,12505.0336
28_56_2013-02-01,626.7606
28_58_2013-02-01,4525.32
28_59_2013-02-01,413.6907
28_60_2013-02-01,712.7148
28_67_2013-02-01,6269.2591
28_71_2013-02-01,10401.4629
28_72_2013-02-01,79689.283
28_74_2013-02-01,16609.6707
28_79_2013-02-01,52242.7667
28_80_2013-02-01,19832.7163
28_81_2013-02-01,23722.4928
28_82_2013-02-01,20258.5941
28_83_2013-02-01,8075.4627
28_85_2013-02-01,1248.7299
28_87_2013-02-01,15227.9646
28_90_2013-02-01,68640.5081
28_91_2013-02-01,64268.6623
28_92_2013-02-01,98926.6183
28_93_2013-02-01,59322.3706
28_94_2013-02-01,38754.7914
28_95_2013-02-01,98588.3942
28_96_2013-02-01,26947.3666
28_97_2013-02-01,29545.4209
28_98_2013-02-01,11813.5061
28_99_2013-02-01,319.1418
28_1_2013-02-08,31611.971
28_2_2013-02-08,64038.4753
28_3_2013-02-08,11662.5774
28_4_2013-02-08,31188.1425
28_5_2013-02-08,31523.8242
28_6_2013-02-08,4807.8727
28_7_2013-02-08,24994.2084
28_8_2013-02-08,35429.883
28_9_2013-02-08,18359.53
28_10_2013-02-08,21971.5178
28_11_2013-02-08,14055.6121
28_12_2013-02-08,3733.7603
28_13_2013-02-08,42909.8833
28_14_2013-02-08,18284.285
28_16_2013-02-08,6354.0547
28_17_2013-02-08,11999.7276
28_18_2013-02-08,9067.8992
28_19_2013-02-08,1484.2827
28_20_2013-02-08,7107.1707
28_21_2013-02-08,4969.1994
28_22_2013-02-08,14736.8374
28_23_2013-02-08,35135.9363
28_24_2013-02-08,9729.2211
28_25_2013-02-08,16673.2398
28_26_2013-02-08,12768.6894
28_27_2013-02-08,2081.9981
28_28_2013-02-08,796.3644
28_29_2013-02-08,6960.7905
28_30_2013-02-08,4454.5788
28_31_2013-02-08,1986.293
28_32_2013-02-08,12754.2921
28_33_2013-02-08,12262.6592
28_34_2013-02-08,19851.42
28_35_2013-02-08,3354.0551
28_36_2013-02-08,1475.057
28_37_2013-02-08,1824.0544
28_38_2013-02-08,58046.4992
28_40_2013-02-08,55659.0449
28_41_2013-02-08,2501.2827
28_42_2013-02-08,6659.4377
28_44_2013-02-08,4714.3416
28_45_2013-02-08,24.7221
28_46_2013-02-08,21601.5898
28_49_2013-02-08,17918.0519
28_52_2013-02-08,2791.2954
28_54_2013-02-08,50.4378
28_55_2013-02-08,10633.8747
28_56_2013-02-08,1465.8314
28_58_2013-02-08,4556.29
28_59_2013-02-08,306.5712
28_60_2013-02-08,657.1901
28_67_2013-02-08,9577.0418
28_71_2013-02-08,10710.3936
28_72_2013-02-08,80420.196
28_74_2013-02-08,16466.4527
28_79_2013-02-08,48896.1855
28_80_2013-02-08,21350.6144
28_81_2013-02-08,26412.6383
28_82_2013-02-08,20196.0272
28_83_2013-02-08,9812.473
28_85_2013-02-08,1118.7771
28_87_2013-02-08,15456.9385
28_90_2013-02-08,81289.2959
28_91_2013-02-08,76407.9786
28_92_2013-02-08,99809.4963
28_93_2013-02-08,65680.9232
28_94_2013-02-08,42510.6765
28_95_2013-02-08,98412.2662
28_96_2013-02-08,30661.9457
28_97_2013-02-08,31636.0212
28_98_2013-02-08,12213.4325
28_99_2013-02-08,1546.4698
28_1_2013-02-15,32240.4391
28_2_2013-02-15,61583.0949
28_3_2013-02-15,11194.0478
28_4_2013-02-15,27848.7733
28_5_2013-02-15,29870.1673
28_6_2013-02-15,4390.3677
28_7_2013-02-15,22356.0697
28_8_2013-02-15,34505.2716
28_9_2013-02-15,15179.1504
28_10_2013-02-15,19628.518
28_11_2013-02-15,13493.4572
28_12_2013-02-15,3322.7873
28_13_2013-02-15,38014.7133
28_14_2013-02-15,20126.8856
28_16_2013-02-15,6132.8099
28_17_2013-02-15,11676.1817
28_18_2013-02-15,10548.2049
28_19_2013-02-15,1297.5177
28_20_2013-02-15,5698.284
28_21_2013-02-15,5077.2498
28_22_2013-02-15,13543.7895
28_23_2013-02-15,32651.7819
28_24_2013-02-15,8120.6751
28_25_2013-02-15,15587.9501
28_26_2013-02-15,12646.3823
28_27_2013-02-15,1966.3315
28_28_2013-02-15,700.2938
28_29_2013-02-15,5996.4326
28_30_2013-02-15,3980.1307
28_31_2013-02-15,1896.713
28_32_2013-02-15,10711.0327
28_33_2013-02-15,8690.9126
28_34_2013-02-15,16798.2215
28_35_2013-02-15,2718.7598
28_36_2013-02-15,1075.1518
28_37_2013-02-15,1887.6333
28_38_2013-02-15,56304.0379
28_40_2013-02-15,51659.3148
28_41_2013-02-15,1334.4153
28_42_2013-02-15,7092.7807
28_44_2013-02-15,4193.4518
28_46_2013-02-15,21338.7794
28_49_2013-02-15,16591.3438
28_52_2013-02-15,2501.723
28_54_2013-02-15,37.236
28_55_2013-02-15,10282.2055
28_56_2013-02-15,1009.1053
28_58_2013-02-15,4248.86
28_59_2013-02-15,216.9331
28_60_2013-02-15,593.0296
28_67_2013-02-15,9285.3781
28_71_2013-02-15,9341.1936
28_72_2013-02-15,73259.1474
28_74_2013-02-15,14559.1485
28_79_2013-02-15,48672.0956
28_80_2013-02-15,17718.8138
28_81_2013-02-15,21141.811
28_82_2013-02-15,19414.3758
28_83_2013-02-15,5764.9726
28_85_2013-02-15,1271.7411
28_87_2013-02-15,13259.6342
28_90_2013-02-15,64468.4232
28_91_2013-02-15,52405.3874
28_92_2013-02-15,92888.9749
28_93_2013-02-15,43180.951
28_94_2013-02-15,36662.391
28_95_2013-02-15,87782.5957
28_96_2013-02-15,26107.9521
28_97_2013-02-15,20568.1186
28_98_2013-02-15,10515.4757
28_99_2013-02-15,339.0738
28_1_2013-02-22,26654.4252
28_2_2013-02-22,60492.9234
28_3_2013-02-22,11145.0027
28_4_2013-02-22,27856.4972
28_5_2013-02-22,29835.3278
28_6_2013-02-22,4223.3781
28_7_2013-02-22,23382.8108
28_8_2013-02-22,34720.1343
28_9_2013-02-22,16076.0787
28_10_2013-02-22,19675.0989
28_11_2013-02-22,12694.1263
28_12_2013-02-22,3447.984
28_13_2013-02-22,37461.1895
28_14_2013-02-22,18400.6058
28_16_2013-02-22,6675.7478
28_17_2013-02-22,11917.9455
28_18_2013-02-22,12469.657
28_19_2013-02-22,1340.0891
28_20_2013-02-22,5663.6223
28_21_2013-02-22,5148.9508
28_22_2013-02-22,13972.4586
28_23_2013-02-22,32771.1228
28_24_2013-02-22,8575.6443
28_25_2013-02-22,15536.7174
28_26_2013-02-22,12534.381
28_27_2013-02-22,2017.8694
28_28_2013-02-22,753.0267
28_29_2013-02-22,5712.7978
28_30_2013-02-22,3975.3937
28_31_2013-02-22,1906.4339
28_32_2013-02-22,9971.0267
28_33_2013-02-22,8164.3384
28_34_2013-02-22,17112.9496
28_35_2013-02-22,3018.2797
28_36_2013-02-22,1127.1844
28_37_2013-02-22,1779.3026
28_38_2013-02-22,59344.5764
28_40_2013-02-22,50033.0842
28_41_2013-02-22,1449.5519
28_42_2013-02-22,6993.5513
28_44_2013-02-22,4328.5775
28_46_2013-02-22,20224.7236
28_49_2013-02-22,16827.8781
28_52_2013-02-22,2470.8215
28_54_2013-02-22,44.4358
28_55_2013-02-22,10057.3008
28_56_2013-02-22,955.4441
28_58_2013-02-22,4092.29
28_59_2013-02-22,225.2915
28_60_2013-02-22,609.9476
28_67_2013-02-22,7807.4725
28_71_2013-02-22,8775.6784
28_72_2013-02-22,74002.9751
28_74_2013-02-22,14258.7963
28_79_2013-02-22,48309.1473
28_80_2013-02-22,17180.0562
28_81_2013-02-22,21047.9606
28_82_2013-02-22,18786.0901
28_83_2013-02-22,5357.1926
28_85_2013-02-22,1221.843
28_87_2013-02-22,13466.118
28_90_2013-02-22,63711.2718
28_91_2013-02-22,47611.6186
28_92_2013-02-22,93698.5158
28_93_2013-02-22,42170.01
28_94_2013-02-22,34377.4032
28_95_2013-02-22,84878.5081
28_96_2013-02-22,26513.5477
28_97_2013-02-22,20349.3819
28_98_2013-02-22,10421.1678
28_1_2013-03-01,27179.5983
28_2_2013-03-01,63137.1447
28_3_2013-03-01,11388.9168
28_4_2013-03-01,29895.794
28_5_2013-03-01,30514.08
28_6_2013-03-01,4004.9087
28_7_2013-03-01,23890.7302
28_8_2013-03-01,36138.2548
28_9_2013-03-01,18667.8161
28_10_2013-03-01,21346.1766
28_11_2013-03-01,13891.4325
28_12_2013-03-01,3783.1643
28_13_2013-03-01,40410.5951
28_14_2013-03-01,22284.9597
28_16_2013-03-01,11130.1468
28_17_2013-03-01,12106.0028
28_18_2013-03-01,1961.0885
28_19_2013-03-01,1349.3244
28_20_2013-03-01,6378.5691
28_21_2013-03-01,5376.5047
28_22_2013-03-01,13250.9133
28_23_2013-03-01,34037.9745
28_24_2013-03-01,8184.5082
28_25_2013-03-01,16020.277
28_26_2013-03-01,13365.5863
28_27_2013-03-01,1896.7906
28_28_2013-03-01,654.5851
28_29_2013-03-01,5591.0951
28_30_2013-03-01,4102.5832
28_31_2013-03-01,1915.6405
28_32_2013-03-01,8370.098
28_33_2013-03-01,8128.5917
28_34_2013-03-01,17740.2588
28_35_2013-03-01,2827.2302
28_36_2013-03-01,1311.4718
28_37_2013-03-01,1964.5661
28_38_2013-03-01,56793.7436
28_40_2013-03-01,55701.6588
28_41_2013-03-01,2361.4744
28_42_2013-03-01,6948.4902
28_44_2013-03-01,4215.4336
28_46_2013-03-01,21417.1442
28_49_2013-03-01,17365.1991
28_52_2013-03-01,2522.6957
28_54_2013-03-01,24.1129
28_55_2013-03-01,10614.8033
28_56_2013-03-01,1550.0864
28_59_2013-03-01,265.3797
28_60_2013-03-01,675.0884
28_67_2013-03-01,4979.391
28_71_2013-03-01,8969.4067
28_72_2013-03-01,66278.4298
28_74_2013-03-01,14823.6304
28_79_2013-03-01,50825.9675
28_80_2013-03-01,21965.766
28_81_2013-03-01,23681.8091
28_82_2013-03-01,22001.809
28_83_2013-03-01,7806.4433
28_85_2013-03-01,1313.0301
28_87_2013-03-01,14061.3539
28_90_2013-03-01,68118.8068
28_91_2013-03-01,63460.7527
28_92_2013-03-01,98923.1655
28_93_2013-03-01,56809.0189
28_94_2013-03-01,40711.1424
28_95_2013-03-01,98317.7718
28_96_2013-03-01,30253.0493
28_97_2013-03-01,29164.3025
28_98_2013-03-01,10803.0129
28_1_2013-03-08,25079.1374
28_2_2013-03-08,62712.0042
28_3_2013-03-08,9732.5645
28_4_2013-03-08,30883.6689
28_5_2013-03-08,29087.3483
28_6_2013-03-08,4068.5738
28_7_2013-03-08,24584.7905
28_8_2013-03-08,34030.0643
28_9_2013-03-08,20566.2013
28_10_2013-03-08,21293.5737
28_11_2013-03-08,13306.3281
28_12_2013-03-08,3967.5161
28_13_2013-03-08,42469.7105
28_14_2013-03-08,17053.3879
28_16_2013-03-08,9875.9294
28_17_2013-03-08,10947.6628
28_18_2013-03-08,4569.1842
28_19_2013-03-08,1304.8891
28_20_2013-03-08,6670.4264
28_21_2013-03-08,5037.8141
28_22_2013-03-08,10161.6722
28_23_2013-03-08,32452.915
28_24_2013-03-08,8527.0536
28_25_2013-03-08,15950.4412
28_26_2013-03-08,12644.7551
28_27_2013-03-08,1680.3753
28_28_2013-03-08,781.8561
28_29_2013-03-08,4937.4495
28_30_2013-03-08,3973.7211
28_31_2013-03-08,1826.3421
28_32_2013-03-08,7947.8912
28_33_2013-03-08,8271.862
28_34_2013-03-08,18692.4829
28_35_2013-03-08,3311.691
28_36_2013-03-08,1266.5872
28_37_2013-03-08,1853.4111
28_38_2013-03-08,58251.0656
28_40_2013-03-08,54485.7727
28_41_2013-03-08,1481.2664
28_42_2013-03-08,6763.0669
28_44_2013-03-08,4532.9084
28_46_2013-03-08,20653.1507
28_49_2013-03-08,16713.4157
28_52_2013-03-08,2731.7408
28_54_2013-03-08,43.2681
28_55_2013-03-08,10777.0228
28_56_2013-03-08,1575.669
28_59_2013-03-08,275.3133
28_60_2013-03-08,660.9227
28_67_2013-03-08,6020.4554
28_71_2013-03-08,8088.3603
28_72_2013-03-08,54158.7478
28_74_2013-03-08,14743.0216
28_79_2013-03-08,44854.9696
28_80_2013-03-08,21299.6938
28_81_2013-03-08,26456.3676
28_82_2013-03-08,20234.7135
28_83_2013-03-08,9853.8568
28_85_2013-03-08,1251.4147
28_87_2013-03-08,14659.4041
28_90_2013-03-08,80086.3027
28_91_2013-03-08,76306.167
28_92_2013-03-08,99957.549
28_93_2013-03-08,66210.9054
28_94_2013-03-08,42141.9332
28_95_2013-03-08,99715.1187
28_96_2013-03-08,31098.3742
28_97_2013-03-08,31548.3028
28_98_2013-03-08,10829.5939
28_1_2013-03-15,23601.0321
28_2_2013-03-15,57356.5501
28_3_2013-03-15,9280.1795
28_4_2013-03-15,26377.1115
28_5_2013-03-15,27277.2117
28_6_2013-03-15,3611.1508
28_7_2013-03-15,23884.4143
28_8_2013-03-15,32746.934
28_9_2013-03-15,20424.6015
28_10_2013-03-15,21117.1481
28_11_2013-03-15,12603.018
28_12_2013-03-15,3744.8993
28_13_2013-03-15,36562.1165
28_14_2013-03-15,16111.863
28_16_2013-03-15,10865.9451
28_17_2013-03-15,10706.4889
28_18_2013-03-15,2184.2234
28_19_2013-03-15,1154.1628
